lemma,normalized_lemma,part_of_speech,sense_position,definition,tags,polish_translations,cefr,wordnet_synsets,frequency_rank
sparrow,sparrow,noun,1,"A member of the family Passeridae, comprising small Old World songbirds.",,wróbel,cefr_j:B2,,
sparrow,sparrow,noun,2,"A member of the family Passerellidae (or Emberizidae, under classification systems that subsume the New World sparrows under Emberizidae), comprising small New World songbirds.",,trznadel,cefr_j:B2,,
sparrow,sparrow,noun,3,"Generically, any small, nondescript bird.",,,cefr_j:B2,,
sparrow,sparrow,noun,4,"A quick-witted, lively person.",London|UK,,cefr_j:B2,,
peacock,peacock,noun,0,"A male peafowl, especially Pavo cristatus, notable for its brilliant iridescently ocellated tail.",countable|usually,,octanove:C1,01808784-n,
peacock,peacock,noun,1,"A peafowl (of the genus Pavo or Afropavo), either male or female.",countable|usually,paw,octanove:C1,,
peacock,peacock,noun,2,The meat of this bird.,uncountable|usually,,octanove:C1,,
peacock,peacock,noun,3,A pompous or vainglorious person [from the 14th c.].,countable|usually,,octanove:C1,,
peacock,peacock,noun,4,Any of various Asian species of papilionid butterflies of the genus Papilio.,countable|usually,,octanove:C1,,
peacock,peacock,verb,0,To strut about proudly or haughtily.,intransitive,kroczyć dumnie,,,
peacock,peacock,verb,1,"To engage in peacocking, ostentatious dress or behaviour to impress women.",intransitive,puszyć się jak paw,,,
butterfly,butterfly,noun,0,"A flying insect of the order Lepidoptera, distinguished from moths by their diurnal activity and generally brighter colouring.",,motyl,cefr_j:A1,,
butterfly,butterfly,noun,1,"A flying insect of the order Lepidoptera, distinguished from moths by their diurnal activity and generally brighter colouring.",broadly,,cefr_j:A1,,
butterfly,butterfly,noun,2,"A use of surgical tape, cut into thin strips and placed across an open wound to hold it closed.",attributive,,cefr_j:A1,,
butterfly,butterfly,noun,3,The butterfly stroke.,,,cefr_j:A1,00571891-n,
butterfly,butterfly,noun,4,Any of several plane curves that look like a butterfly; see Butterfly curve (transcendental) and Butterfly curve (algebraic).,,,cefr_j:A1,,
butterfly,butterfly,noun,5,Ellipsis of butterflies in one’s stomach (“A sensation of excited anxiety felt in the stomach”).,abbreviation|alt-of|ellipsis|in-plural,,cefr_j:A1,,
butterfly,butterfly,noun,6,Someone seen as being unserious and (originally) dressed gaudily; someone flighty and unreliable.,archaic,,cefr_j:A1,,
butterfly,butterfly,noun,7,A combination of four options of the same type at three strike prices giving limited profit and limited risk.,,,cefr_j:A1,,
butterfly,butterfly,noun,8,"A random change in an aspect of the timeline seemingly unrelated to the primary point of divergence, resulting from the butterfly effect.",,,cefr_j:A1,,
butterfly,butterfly,noun,9,"A type of stretch in which one sits on the ground with the legs folded into a shape like that of a butterfly's wings, slightly rocking them up and down, resembling the wings fluttering.",,,cefr_j:A1,,
butterfly,butterfly,noun,10,A person who changes partners frequently.,,,cefr_j:A1,,
butterfly,butterfly,noun,11,A safety link or detaching hook above the cage attached to the winding rope to prevent the cage from being overwound.,,,cefr_j:A1,,
butterfly,butterfly,noun,12,party switcher; turncoat.,Philippine|Philippines|derogatory|often,,cefr_j:A1,,
butterfly,butterfly,verb,0,"To cut (food) almost entirely in half and spread the halves apart, in a shape suggesting the wings of a butterfly.",transitive,,,,
butterfly,butterfly,verb,1,"To cut strips of surgical tape or plasters into thin strips, and place across (a gaping wound) to close it.",transitive,,,,
butterfly,butterfly,verb,2,"To cause events after the point of divergence to not happen as they did in real history, and people conceived after the point of divergence to not exist in recognizable form, due to the random variations introduced by the butterfly effect.",transitive,,,,
rumor,rumor,noun,0,"A statement or claim of questionable accuracy, from no known reliable source, usually spread by word of mouth.",US|countable,pogłoska|plotka|pierdoła,,,
rumor,rumor,noun,1,Information or misinformation of the kind contained in such claims.,US|uncountable,,,,
rumor,rumor,noun,2,"Report, news, information in general.",US|archaic|uncountable,,,,
rumor,rumor,noun,3,"Fame, reputation.",US|obsolete|uncountable,,,,
rumor,rumor,noun,4,"Clamor, din, outcry.",US|obsolete|uncountable,,,,
rumor,rumor,verb,0,To tell a rumor about; to gossip.,US|transitive|usually,,,01044100-v,
rumour,rumour,noun,0,"UK, Canada, New Zealand, Australia, and Ireland spelling of rumor.",countable|uncountable,,,,
rumour,rumour,noun,1,"A prolonged, indistinct noise.",countable|obsolete|uncountable,,,,
rumour,rumour,verb,0,Commonwealth standard spelling of rumor.,,,,,
hierarchy,hierarchy,noun,0,A body of authoritative officials organized in nested ranks.,,hierarchia,,08392782-n,
hierarchy,hierarchy,noun,1,"A social, religious, economic or political system or organization in which people or groups of people are ranked with some superior to others based on their status, authority or some other trait.",,,,,
hierarchy,hierarchy,noun,2,Any group of objects ranked so that every one but the topmost is subordinate to a specified one above it.,,hierarchia,,,
authority,authority,noun,0,"Power or right to make or enforce rules, give orders, or impose obligation; or a position having such power or right.",uncountable,autorytet|powaga,cefr_j:B1,05203850-n,
authority,authority,noun,1,"Persons, regarded collectively, who occupy official positions of power; police or law enforcement.",countable|plural|uncountable,władza,cefr_j:B1,,
authority,authority,noun,2,"A reliable, definitive source of information on a subject.",countable,autorytet|arbiter|powaga,cefr_j:B1,,
authority,authority,noun,3,"Status as a trustworthy source of information, reputation for mastery or expertise; or claim to such status or reputation.",uncountable,,cefr_j:B1,,
authority,authority,noun,4,Official permission; authorisation to act in some capacity on behalf of a ruling entity.,uncountable,,cefr_j:B1,05184134-n,
authority,authority,noun,5,A government-owned agency that runs a revenue-generating activity for public benefit.,countable,,cefr_j:B1,,
enforce,enforce,verb,0,"To keep up, impose or bring into effect something, not necessarily by force.",,,cefr_j:B2,,
enforce,enforce,verb,1,To apply a rule or enforcement action to a person or user account.,,,cefr_j:B2,,
enforce,enforce,verb,2,"To give strength or force to; to affirm, to emphasize.",,,cefr_j:B2,,
enforce,enforce,verb,3,"To strengthen (a castle, town etc.) with extra troops, fortifications etc.",obsolete|transitive,,cefr_j:B2,,
enforce,enforce,verb,4,"To intensify, make stronger, add force to.",obsolete|transitive,,cefr_j:B2,,
enforce,enforce,verb,5,"To exert oneself, to try hard.",obsolete|reflexive,,cefr_j:B2,,
enforce,enforce,verb,6,"To compel, oblige (someone or something); to force.",obsolete,,cefr_j:B2,,
enforce,enforce,verb,7,To make or gain by force; to force.,obsolete,,cefr_j:B2,,
enforce,enforce,verb,8,To put in motion or action by violence; to drive.,obsolete,,cefr_j:B2,,
enforce,enforce,verb,9,To give force to; to strengthen; to invigorate; to energize.,obsolete,,cefr_j:B2,,
enforce,enforce,verb,10,To urge; to ply hard; to lay much stress upon.,obsolete,,cefr_j:B2,,
enforce,enforce,verb,11,To prove; to evince.,obsolete,,cefr_j:B2,,
impose,impose,verb,0,"To physically lay or place (something) on another thing; to deposit, to put, to set.",archaic|transitive,,cefr_j:B2,,1723
impose,impose,verb,1,"To apply, enforce, or establish (something, often regarded as burdensome as a restriction or tax: see verb sense 1.2.2) with authority.",figuratively|transitive,,cefr_j:B2,,1723
impose,impose,verb,2,"To place or put (something chiefly immaterial, especially something regarded as burdensome as a duty, an encumbrance, a penalty, etc.) on another thing or on someone; to inflict, to repose; also, to place or put (on someone a chiefly immaterial thing, especially something regarded as burdensome).",figuratively|transitive,,cefr_j:B2,,1723
impose,impose,verb,3,"To force or put (a thing) on someone or something by deceit or stealth; to foist, to obtrude.",figuratively|transitive,,cefr_j:B2,,1723
impose,impose,verb,4,To subject (a student) to imposition (“a task inflicted as punishment”).,UK|figuratively|transitive,,cefr_j:B2,,1723
impose,impose,verb,5,To appoint (someone) to be in authority or command over other people.,archaic|figuratively|obsolete|transitive,,cefr_j:B2,,1723
impose,impose,verb,6,"To accuse someone of (a crime, or a sin or other wrongdoing); to charge, to impute.",figuratively|obsolete|transitive,,cefr_j:B2,,1723
impose,impose,verb,7,To put (a conclusion or end) to something definitively.,figuratively|obsolete|transitive,,cefr_j:B2,,1723
impose,impose,verb,8,Chiefly followed by on or upon.,intransitive,,cefr_j:B2,,1723
impose,impose,verb,9,Chiefly followed by on or upon.,intransitive|obsolete,,cefr_j:B2,,1723
impose,impose,noun,0,"An act of placing or putting on something chiefly immaterial, especially something regarded as burdensome as a duty, a task, etc.; an imposition.",obsolete,,,,1723
power,power,noun,0,The ability to do or undergo something.,countable|uncountable,,cefr_j:A2,05624029-n,331
power,power,noun,1,"The ability to coerce, influence, or control.",countable|uncountable,władza|moc|możność,cefr_j:A2,,331
power,power,noun,2,"The ability to coerce, influence, or control.",countable,,cefr_j:A2,,331
power,power,noun,3,"The ability to coerce, influence, or control.",countable|in-plural|metonymically|uncountable,,cefr_j:A2,,331
power,power,noun,4,"The ability to coerce, influence, or control.",countable|metonymically|uncountable,,cefr_j:A2,,331
power,power,noun,5,"The ability to coerce, influence, or control.",archaic|countable|metonymically|uncountable,,cefr_j:A2,,331
power,power,noun,6,"Strength, energy.",countable|physical|uncountable,,cefr_j:A2,05037846-n,331
power,power,noun,7,"Strength, energy.",attributive|countable|physical|uncountable,,cefr_j:A2,05037846-n,331
power,power,noun,8,"Strength, energy.",countable|physical|specifically|uncountable,,cefr_j:A2,05037846-n,331
power,power,noun,9,A large amount or number.,colloquial|countable|uncountable,,cefr_j:A2,,331
power,power,noun,10,"Any of the elementary forms or parts of machines: three primary (the lever, inclined plane, and pulley) and three secondary (the wheel-and-axle, wedge, and screw).",countable|uncountable,,cefr_j:A2,,331
power,power,noun,11,A tractor.,countable|uncountable,,cefr_j:A2,,331
power,power,noun,12,"A measure of the effectiveness that a force producing a physical effect has over time. If linear, the quotient of: (force multiplied by the displacement of or in an object) ÷ time. If rotational, the quotient of: (force multiplied by the angle of displacement) ÷ time.",countable|uncountable,siła|moc,cefr_j:A2,,331
power,power,noun,13,"A product of equal factors (and generalizations of this notion): xn, read as ""x to the power of n"" or the like, is called a power and denotes the product x×x×⋯×x, where x appears n times in the product; x is called the base and n the exponent.",countable|uncountable,potęga,cefr_j:A2,,331
power,power,noun,14,Cardinality.,countable|uncountable,,cefr_j:A2,,331
power,power,noun,15,The probability that a statistical test will reject the null hypothesis when the alternative hypothesis is true.,countable|uncountable,,cefr_j:A2,,331
power,power,noun,16,"In Christian angelology, an intermediate level of angels, ranked above archangels, but exact position varies by classification scheme.",countable|in-plural|uncountable,,cefr_j:A2,,331
power,power,noun,17,A bonus point awarded for answering correctly before a certain part of the tossup is read.,countable|uncountable,,cefr_j:A2,,331
power,power,verb,0,To provide power for (a mechanical or electronic device).,transitive,zasilać,,,331
power,power,verb,1,To hit or kick something forcefully.,transitive,,,,331
power,power,verb,2,To enable or provide the impetus for.,,,,,331
power,power,verb,3,To move or advance with great force or speed.,intransitive,,,,331
power,power,adjective,0,Impressive.,Malaysia|Singapore|colloquial,,,,331
power,power,interjection,0,Used as a cheer to express support,Philippines|colloquial,,,,331
proportionate,proportionate,adjective,0,In proportion; proportional; commensurable.,,,,00484216-a,
proportionate,proportionate,adjective,1,Harmonious and symmetrical.,,,,,
proportionate,proportionate,verb,0,To make proportionate.,transitive,,,,
proportion,proportion,noun,0,A quantity of something that is part of the whole amount or number.,countable,proporcja|odsetek,cefr_j:B1,,1663
proportion,proportion,noun,1,Harmonious relation of parts to each other or to the whole.,uncountable,proporcja,cefr_j:B1,05083996-n,1663
proportion,proportion,noun,2,Proper or equal share.,countable,,cefr_j:B1,,1663
proportion,proportion,noun,3,"The relation of one part to another or to the whole with respect to magnitude, quantity, or degree.",countable|uncountable,proporcja,cefr_j:B1,13837661-n,1663
proportion,proportion,noun,4,A statement of equality between two ratios.,countable,proporcja,cefr_j:B1,,1663
proportion,proportion,noun,5,"The ""rule of three"", in which three terms are given to find a fourth.",archaic|countable|uncountable,,cefr_j:B1,,1663
proportion,proportion,noun,6,Size.,countable|in-plural,,cefr_j:B1,,1663
proportion,proportion,verb,0,To divide into proper shares; to apportion.,transitive,,,,1663
proportion,proportion,verb,1,To form symmetrically.,transitive,,,,1663
proportion,proportion,verb,2,To set or render in proportion.,transitive,,,,1663
proportion,proportion,verb,3,To correspond to.,archaic|transitive,,,,1663
outcome,outcome,noun,0,That which is produced or occurs as a result of an event or process.,,rezultat|wynik,cefr_j:B2,,1626
outcome,outcome,noun,1,The result of a random trial. An element of a sample space.,,,cefr_j:B2,,1626
outcome,outcome,noun,2,The anticipated or desired results or evidence of a learning experience.,,,cefr_j:B2,07307418-n,1626
outcome,outcome,noun,3,The scoreline; the result.,,,cefr_j:B2,,1626
partridge,partridge,noun,0,"Any bird of a number of genera in the family Phasianidae, notably in the genera Perdix and Alectoris.",,kuropatwa,,,
partridge,partridge,noun,1,The flesh or meat of this bird eaten as food.,uncountable,kuropatwa,,,
partridge,partridge,noun,2,"A type of cannon charge composed of several missiles fired all together, similar to langrage or case-shot. Also a large cannon that shoots stones.",obsolete,,,,
pheasant,pheasant,noun,0,"A bird of family Phasianidae, often hunted for food.",countable,bażant,,,
pheasant,pheasant,noun,1,"The meat of this bird, eaten as food.",uncountable,,,,
magpie,magpie,noun,0,"One of several kinds of bird in the family Corvidae, especially Pica pica.",,sroka,octanove:C2,,
